"","gene1","gene2","HGNCID1","HGNCID2","Lin_BP","Lin_CC","Lin_MF","Resnik_BP","Resnik_CC","Resnik_MF","Wang_BP","Wang_CC","Wang_MF","Label"
"1180","NM_002706","NM_181876","HGNC:9276","HGNC:9306","0","0.093","0.5","0","0.036","0.034","0","0.459","0.577",1
"1181","NM_198516","NM_198321","HGNC:30488","HGNC:19873","1","0","1","0.463","0","0.6","1","0.131","1",1
"1182","NM_001122636","NM_001168368","HGNC:4131","HGNC:23233","0.803","0","1","0.463","0","0.6","0.897","0","1",1
"1183","NM_080823","NM_003390","HGNC:11298","HGNC:12761","0.219","0.235","0.897","0.086","0.036","0.159","0.147","0.354","0.847",1
"1184","NM_002717","NM_032192","HGNC:9304","HGNC:9287","0.412","1","0.791","0.187","0.175","0.275","0.284","1","0.739",1
"1185","NM_005356","NM_000215","HGNC:6524","HGNC:6193","0.587","0.71","0.546","0.268","0.153","0.169","0.475","0.697","0.77",1
"1186","NM_020227","NM_001136239","HGNC:13994","HGNC:9350","0","0","1","0","0","0.205","0","0","1",1
"1187","NM_001080843","NM_000850","HGNC:33437","HGNC:4636","1","0.672","1","0.62","0.153","0.602","1","0.636","1",1
"1188","NM_022087","NM_054110","HGNC:19875","HGNC:21531","1","1","0","0.547","0.327","0","1","1","0",1
"1189","NM_181690","NM_080836","HGNC:393","HGNC:16254","0","0","0","0","0","0","0","0","0",1
"1190","NM_002227","NM_005233","HGNC:6190","HGNC:3387","0.411","0.367","0.614","0.191","0.106","0.185","0.448","0.55","0.68",1
"1191","NM_006282","NM_015092","HGNC:11408","HGNC:30045","0.526","0.874","0.611","0.212","0.13","0.137","0.473","0.912","0.696",1
"1192","NM_002770","NM_002771","HGNC:9483","HGNC:9486","0.548","0.845","1","0.222","0.248","0.293","0.606","0.817","1",1
"1193","NM_002599","NM_001083","HGNC:8777","HGNC:8784","0","1","0.661","0","0.175","0.315","0","0.565","0.732",1
"1194","NM_002706","NM_147180","HGNC:9276","HGNC:9318","0","0","1","0","0","0.067","0","0","1",1
"1195","NM_183357","NM_020983","HGNC:236","HGNC:237","0.88","0.646","0.559","0.494","0.12","0.283","0.82","0.634","0.743",1
"1196","NM_002707","NM_014634","HGNC:9278","HGNC:19388","0","0","0","0","0","0","0","0","0",1
"1197","NM_006259","NM_212535","HGNC:9416","HGNC:9395","0.442","1","0.296","0.122","0.175","0.123","0.472","1","0.385",1
"1198","NM_173642","NM_020734","HGNC:28725","HGNC:29228","1","1","1","0.492","0.175","0.701","1","1","1",1
"1199","NM_022896","NM_176895","HGNC:14451","HGNC:9228","0.36","0.511","0","0.179","0.152","0","0.3","0.285","0",1
"1200","NM_031417","NM_003157","HGNC:13538","HGNC:11399","0.392","0.435","0.378","0.133","0.066","0.136","0.36","0.607","0.43",1
