"","gene1","gene2","HGNCID1","HGNCID2","Lin_BP","Lin_CC","Lin_MF","Resnik_BP","Resnik_CC","Resnik_MF","Wang_BP","Wang_CC","Wang_MF","Label"
"125","NM_000479","NM_006507","HGNC:464","HGNC:9952","0","0.847","0","0","0.201","0","0","0.296","0",0
"126","NM_015079","NM_001252100","HGNC:29183","HGNC:29442","0","0","0","0","0","0","0","0","0",0
"127","NM_003447","NM_022725","HGNC:12953","HGNC:3587","0","0","1","0","0","0.067","0","0","0.715",0
"128","NM_173475","NM_021252","HGNC:28734","HGNC:14244","0.178","0.531","1","0.084","0.112","0.067","0.198","0.674","0.576",0
"129","NM_173853","NM_133465","HGNC:28943","HGNC:23427","0","0","0","0","0","0","0","0","0",0
"130","NM_000217","NM_152653","HGNC:6218","HGNC:12478","0.117","0","0.222","0.056","0","0.015","0.154","0","0.281",0
"131","NM_018067","NM_001199579","HGNC:25514","HGNC:14210","0","0.18","0","0","0.056","0","0","0.33","0",0
"132","NM_138378","NM_018846","HGNC:25110","HGNC:15646","0","0","1","0","0","0.067","0","0","1",0
"133","NM_033377","NM_012121","HGNC:16721","HGNC:17147","0","0","0.229","0","0","0.067","0","0","0.69",0
"134","NM_020895","NM_000966","HGNC:29305","HGNC:9866","0.599","0.361","0.427","0.328","0.122","0.07","0.372","0.381","0.453",0
"135","NM_014400","NM_001034077","HGNC:24880","HGNC:29607","0","0.44","0","0","0.091","0","0","0.429","0",0
"136","NM_013264","NM_003687","HGNC:18698","HGNC:16501","0.063","0.453","0.104","0.028","0.1","0.025","0.089","0.606","0.109",0
"137","NM_001137549","NM_032423","HGNC:23590","HGNC:29384","0","0","0","0","0","0","0","0","0",0
"138","NR_030218","NM_006615","HGNC:32128","HGNC:1486","0","0","0","0","0","0","0","1","0",0
"139","NM_025065","NG_001332","HGNC:30350","HGNC:12109","0","0","0","0","0","0","0","0","0",0
"140","NM_002175","NM_139246","HGNC:5424","HGNC:30087","0","0","0.281","0","0","0.067","0.157","0.643","0.69",0
"141","NM_015080","NM_014761","HGNC:8009","HGNC:28977","0.359","0.135","0.318","0.171","0.016","0.109","0.332","0.53","0.584",0
"142","NM_018842","NM_138402","HGNC:21649","HGNC:25105","0","0","0","0","0","0","0","0","0.214",0
"143","NM_001025081","NM_003604","HGNC:6925","HGNC:6128","0.647","0.066","0.631","0.148","0.016","0.067","0.6","0.53","0.842",0
"144","NM_006519","NM_014602","HGNC:11697","HGNC:8982","0.257","0.456","0.604","0.13","0.189","0.051","0.206","0.533","0.739",0
"145","NM_001193630","NG_010642","HGNC:32284","HGNC:36075","0","0","0","0","0","0","0","0","0",0
"146","NM_018265","NM_024755","HGNC:25599","HGNC:20709","0","0.604","0.192","0","0.099","0.03","0","0.587","0.367",0
"147","NM_024718","NM_006099","HGNC:24703","HGNC:16861","0","0.79","0.48","0","0.12","0.05","0","0.661","0.66",0
"148","NM_001351005","NM_017445","HGNC:26737","HGNC:4762","0","0","0","0","0","0","0","0","0",0
"149","NM_015722","NR_104086","HGNC:17938","HGNC:48324","0","0","0","0","0","0","0","0","0",0
"150","NM_006189","NM_152356","HGNC:8136","HGNC:23706","0","0","0","0","0","0","0","0","0",0
"151","NM_004058","NM_016642","HGNC:1487","HGNC:15680","0.828","0.175","0","0.219","0.07","0","0.626","0.34","0",0
