HGNC ID,Approved symbol,RefSeq IDs,Enzyme IDs,Gene group ID,Gene group name,RefSeq(supplied by NCBI)
HGNC:1873,CFDP1,NM_006324,,,,NM_006324
HGNC:4883,CFH,NM_000186,,1179|1639,Sushi domain containing|Complement system regulators and receptors,NM_000186
HGNC:4888,CFHR1,NM_002113,,1179|1639,Sushi domain containing|Complement system regulators and receptors,NM_002113
HGNC:4890,CFHR2,NM_005666,,1179|1639,Sushi domain containing|Complement system regulators and receptors,NM_001312672
HGNC:16980,CFHR3,NM_021023,,1179|1639,Sushi domain containing|Complement system regulators and receptors,NM_001166624
HGNC:16979,CFHR4,NM_006684,,1179|1639,Sushi domain containing|Complement system regulators and receptors,NM_001201550
HGNC:24668,CFHR5,NM_030787,,1179|1639,Sushi domain containing|Complement system regulators and receptors,NM_030787
HGNC:1874,CFL1,NM_005507,,,,NM_005507
HGNC:1875,CFL2,NM_138638,,,,NM_001243645
HGNC:1876,CFLAR,NM_003879,,1019|1342|1340|542,Death effector domain containing|Death inducing signaling complex |Ripoptosome|Receptor ligands,NM_001127183
HGNC:8864,CFP,NM_002621,,1638,Complement system activation components,NM_001145252
HGNC:1884,CFTR,NM_000492,,309|807,"Chloride channels, ATP-gated CFTR|ATP binding cassette subfamily C",NM_000492
HGNC:1885,CGA,NM_000735,,1896|542,Glycoprotein hormone subunits|Receptor ligands,NM_000735
HGNC:16721,CGB1,NM_033377,,1896,Glycoprotein hormone subunits,NM_033377
HGNC:16722,CGB2,NM_033378,,1896,Glycoprotein hormone subunits,NM_001319065
HGNC:1886,CGB3,NM_000737,,1896|542,Glycoprotein hormone subunits|Receptor ligands,NM_000737
HGNC:16452,CGB5,NM_033043,,1896,Glycoprotein hormone subunits,NM_033043
HGNC:16451,CGB7,NM_033142,,1896,Glycoprotein hormone subunits,NM_033142
HGNC:16453,CGB8,NM_033183,,1896,Glycoprotein hormone subunits,NM_033183
HGNC:1888,CGGBP1,NM_001008390,,,,NM_001008390
HGNC:17429,CGN,NM_020770,,,,NM_020770
HGNC:25931,CGNL1,NM_032866,,,,NM_001252335
HGNC:16962,CGREF1,NM_006569,,863,EF-hand domain containing,NM_001166239
HGNC:15528,CGRRF1,NM_006568,,58,Ring finger proteins,NM_006568
HGNC:28680,CHAC1,NM_024111,,,,NM_001142776
HGNC:32363,CHAC2,NM_001008708,,,,NM_001008708
HGNC:1909,CHAD,NM_001267,,573,Small leucine rich repeat proteoglycans,NM_001267
HGNC:25165,CHADL,NM_138481,,,,NM_138481
HGNC:1910,CHAF1A,NM_005483,,,,NM_005483
HGNC:1911,CHAF1B,NM_005441,,362,WD repeat domain containing,NM_005441
HGNC:20311,CHAMP1,NM_032436,,28,Zinc fingers C2H2-type,NM_001164144
HGNC:23518,CHCHD1,NM_203298,,489,Coiled-coil-helix-coiled-coil-helix domain containing proteins,NM_203298
HGNC:21645,CHCHD2,NM_016139,,489,Coiled-coil-helix-coiled-coil-helix domain containing proteins,NM_001320327
HGNC:23676,CHCHD2P9,NG_009939,,,,NG_009939
HGNC:21906,CHCHD3,NM_017812,,489|694|1691|1616,Coiled-coil-helix-coiled-coil-helix domain containing proteins|Protein phosphatase 1 regulatory subunits|MicroRNA protein coding host genes|Mitochondrial contact site and cristae organizing system subunits,NM_001317177
HGNC:26467,CHCHD4,NM_144636,,489,Coiled-coil-helix-coiled-coil-helix domain containing proteins,NM_001098502
HGNC:17840,CHCHD5,NM_032309,,489,Coiled-coil-helix-coiled-coil-helix domain containing proteins,NM_001304353
HGNC:28184,CHCHD6,NM_032343,,489|694|1616,Coiled-coil-helix-coiled-coil-helix domain containing proteins|Protein phosphatase 1 regulatory subunits|Mitochondrial contact site and cristae organizing system subunits,NM_001320610
HGNC:28314,CHCHD7,NM_024300,,489|645,Coiled-coil-helix-coiled-coil-helix domain containing proteins|Mitochondrial respiratory chain complex assembly factors,NM_001011667
HGNC:15559,CHCHD10,NM_213720,,489,Coiled-coil-helix-coiled-coil-helix domain containing proteins,NM_001301339
HGNC:1915,CHD1,NM_001270,,,,NM_001270
HGNC:1916,CHD1L,NM_004284,,1693,Macro domain containing,NM_001256336
HGNC:1917,CHD2,NM_001271,,1167|1691,DNA helicases|MicroRNA protein coding host genes,NM_001042572
HGNC:1918,CHD3,NM_001005273,,1305|88|1835,NuRD complex|PHD finger proteins|Small nucleolar RNA protein coding host genes,NM_001005271
HGNC:1919,CHD4,NM_001273,,1305|88|1835,NuRD complex|PHD finger proteins|Small nucleolar RNA protein coding host genes,NM_001273
HGNC:16816,CHD5,NM_015557,,1305|88,NuRD complex|PHD finger proteins,NM_015557
HGNC:20626,CHD7,NM_017780,,532|1167,Myb/SANT domain containing|DNA helicases,NM_001316690
HGNC:20153,CHD8,NM_020920,,1835,Small nucleolar RNA protein coding host genes,NM_001170629
HGNC:25701,CHD9,NM_025134,,,,NM_001308319
HGNC:1925,CHEK1,NM_001274,,,,NM_001114121
HGNC:16627,CHEK2,NM_001005735,,,,NM_001005735
HGNC:16930,CHERP,NM_006387,,579|1504,G-patch domain containing|Spliceosomal A complex,NM_006387
HGNC:1929,CHGA,NM_001275,,925|1902,Granins|Neuropeptides,NM_001275
HGNC:1930,CHGB,NM_001819,,925,Granins,NM_001819
HGNC:1932,CHI3L1,NM_001276,,816,Chitinases,NM_001276
HGNC:1933,CHI3L2,NM_004000,,816,Chitinases,NM_001025197
HGNC:28474,CHID1,NM_023947,,816,Chitinases,NM_001142674
HGNC:1936,CHIT1,NM_003465,,816,Chitinases,NM_001256125
HGNC:1938,CHKB,NM_005198,,,,NM_005198
HGNC:1939,CHL1,NM_006614,,593|555|1410|594,I-set domain containing|Fibronectin type III domain containing|Ig-like cell adhesion molecule family|Immunoglobulin like domain containing,NM_001253387
HGNC:1940,CHM,NM_000390,,1691,MicroRNA protein coding host genes,NM_000390
HGNC:1941,CHML,NM_001821,,,,NM_001821
HGNC:8740,CHMP1A,NM_002768,,482|1119,Charged multivesicular body proteins|ESCRT-III associated factors,NM_001083314
HGNC:24287,CHMP1B,NM_020412,,482|1119,Charged multivesicular body proteins|ESCRT-III associated factors,NM_020412
HGNC:30216,CHMP2A,NM_014453,,482|1118,Charged multivesicular body proteins|ESCRT-III,NM_014453
HGNC:24537,CHMP2B,NM_014043,,482|1118,Charged multivesicular body proteins|ESCRT-III,NM_001244644
HGNC:29865,CHMP3,NM_016079,,482|1118,Charged multivesicular body proteins|ESCRT-III,NM_001005753
HGNC:20274,CHMP4A,NM_014169,,482|1118,Charged multivesicular body proteins|ESCRT-III,NM_014169
HGNC:30599,CHMP4C,NM_152284,,482|1118,Charged multivesicular body proteins|ESCRT-III,NM_152284
HGNC:26942,CHMP5,NM_016410,,482|1119,Charged multivesicular body proteins|ESCRT-III associated factors,NM_001195536
HGNC:25675,CHMP6,NM_024591,,482|1118,Charged multivesicular body proteins|ESCRT-III,NM_024591
HGNC:28439,CHMP7,NM_152272,,482|1119,Charged multivesicular body proteins|ESCRT-III associated factors,NM_001317899
HGNC:1943,CHN1,NM_001822,,741|721,SH2 domain containing|Rho GTPase activating proteins,NM_001025201
HGNC:1944,CHN2,NM_004067,,741|721,SH2 domain containing|Rho GTPase activating proteins,NM_001039936
HGNC:17807,CHODL,NM_024944,,1298,C-type lectin domain containing,NM_001204174
HGNC:14525,CHORDC1,NM_012124,,,,NM_001144073
HGNC:17433,CHP1,NM_007236,,863,EF-hand domain containing,NM_007236
HGNC:24927,CHP2,NM_022097,,863,EF-hand domain containing,NM_022097
HGNC:13544,CHRAC1,NM_017444,,1633,Chromatin accessibility complex,NM_017444
HGNC:1949,CHRD,NM_003741,,1661,Chordin family,NM_001304472
HGNC:29861,CHRDL1,NM_145234,,1661,Chordin family,NM_001143981
HGNC:15781,CHRFAM7A,NM_148911,,,,NM_139320
HGNC:1950,CHRM1,NM_000738,,180,Cholinergic receptors muscarinic,NM_000738
HGNC:1952,CHRM3,NM_000740,,180,Cholinergic receptors muscarinic,NM_000740
HGNC:1953,CHRM4,NM_000741,,180,Cholinergic receptors muscarinic,NM_000741
HGNC:1962,CHRNB2,NM_000748,,173,Cholinergic receptors nicotinic subunits,NM_000748
HGNC:1967,CHRNG,NM_005199,,173,Cholinergic receptors nicotinic subunits,NM_005199
HGNC:24353,CHTF8,NM_017804,,,,NM_001039690
HGNC:18435,CHTF18,NM_022092,,413,AAA ATPases,NM_022092
HGNC:24511,CHTOP,NM_015607,,,,NM_001206612
HGNC:20099,CHURC1,NM_145165,,,,NM_001204063
HGNC:14280,CIAO1,NM_004804,,362|1028,WD repeat domain containing|Cytosolic iron-sulfur assembly components,NM_004804
HGNC:26235,CIAO2A,NM_032231,,1028,Cytosolic iron-sulfur assembly components,NM_001014812
HGNC:24261,CIAO2B,NM_016062,,1028,Cytosolic iron-sulfur assembly components,NM_016062
HGNC:14179,CIAO3,NM_022493,,1028,Cytosolic iron-sulfur assembly components,NM_001304799
HGNC:28050,CIAPIN1,NM_020313,,1400|1028,Seven-beta-strand methyltransferase motif containing|Cytosolic iron-sulfur assembly components,NM_001308347
HGNC:25200,CIART,NM_144697,,,,NM_001300838
HGNC:24579,CIB2,NM_006383,,1152|863,Deafness associated genes|EF-hand domain containing,NM_001271888
HGNC:24580,CIB3,NM_054113,,863,EF-hand domain containing,NM_001300922
HGNC:1976,CIDEA,NM_001279,,,,NM_001279
HGNC:24229,CIDEC,NM_022094,,,,NM_001199551
HGNC:7067,CIITA,NM_000246,,666,NLR family,NM_000246
HGNC:1980,CILP,NM_003613,,594,Immunoglobulin like domain containing,NM_003613
HGNC:24213,CILP2,NM_153221,,594,Immunoglobulin like domain containing,NM_153221
HGNC:23789,CINP,NM_032630,,,,NM_001320046
HGNC:29302,CIP2A,NM_020890,,1492,Armadillo-like helical domain containing,NM_020890
HGNC:20365,CIPC,NM_033426,,,,NM_033426
HGNC:24217,CIR1,NM_004882,,,,NM_004882
HGNC:1982,CIRBP,NM_001280,,725,RNA binding motif containing,NM_001280
HGNC:28588,CIRBP-AS1,NR_027271,,,,NR_027271
HGNC:30880,CISD1,NM_018464,,481,CDGSH iron sulfur domain containing,NM_018464
HGNC:24212,CISD2,NM_001008388,,481,CDGSH iron sulfur domain containing,NM_001008388
HGNC:1984,CISH,NM_145071,,764|741,Suppressors of cytokine signaling|SH2 domain containing,NM_013324
HGNC:1986,CITED1,NM_004143,,,,NM_001144885
HGNC:18696,CITED4,NM_133467,,,,NM_133467
HGNC:16744,CIZ1,NM_012127,,,,NM_001131015
HGNC:26877,CKAP2L,NM_152515,,,,NM_001304361
HGNC:28959,CKAP5,NM_014756,,1495|1835|1691,TOG domain containing|Small nucleolar RNA protein coding host genes|MicroRNA protein coding host genes,NM_001008938
HGNC:13253,CKLF,NM_016326,,,,NM_001040138
HGNC:19083,CKS1B,NM_001826,,1691,MicroRNA protein coding host genes,NM_001826
HGNC:2000,CKS2,NM_001827,,1691,MicroRNA protein coding host genes,NM_001827
HGNC:17088,CLASP1,NM_015282,,1495,TOG domain containing,NM_001142273
HGNC:17078,CLASP2,NM_001207044,,1495,TOG domain containing,NM_001207044
HGNC:17731,CLASRP,NM_007056,,,,NM_001278439
HGNC:20126,CLBA1,NM_174891,,,,NM_001364170
HGNC:2014,CLC,NM_001828,,629,Galectins,NM_001828
HGNC:2015,CLCA1,NM_001285,,867,Chloride channel accessory,NM_001285
HGNC:2016,CLCA2,NM_006536,,867,Chloride channel accessory,NM_006536
HGNC:2017,CLCA3P,NM_004921,,867,Chloride channel accessory,NR_024604
HGNC:2018,CLCA4,NM_012128,,867,Chloride channel accessory,NM_012128
HGNC:29675,CLCC1,NM_015127,,1471,Tetraspan junctional complex superfamily,NM_001048210
HGNC:17412,CLCF1,NM_013246,,1264,Interleukin 6 type cytokine family,NM_001166212
HGNC:2019,CLCN1,NM_000083,,302,Chloride voltage-gated channels,NM_000083
HGNC:2024,CLCN6,NM_001286,,302,Chloride voltage-gated channels,NM_001256959
HGNC:2025,CLCN7,NM_001287,,694|302,Protein phosphatase 1 regulatory subunits|Chloride voltage-gated channels,NM_001114331
HGNC:2027,CLCNKB,NM_000085,,302,Chloride voltage-gated channels,NM_000085
HGNC:2032,CLDN1,NM_021101,,488,Claudins,NM_021101
HGNC:2045,CLDN3,NM_001306,,488,Claudins,NM_001306
HGNC:2046,CLDN4,NM_001305,,488,Claudins,NM_001305
HGNC:2047,CLDN5,NM_003277,,488,Claudins,NM_001130861
HGNC:2048,CLDN6,NM_021195,,488,Claudins,NM_021195
HGNC:2049,CLDN7,NM_001307,,488,Claudins,NM_001185022
HGNC:2050,CLDN8,NM_199328,,488,Claudins,NM_199328
HGNC:2051,CLDN9,NM_020982,,488,Claudins,NM_020982
HGNC:2033,CLDN10,NM_006984,,488,Claudins,NM_001160100
HGNC:8514,CLDN11,NM_005602,,488|1691,Claudins|MicroRNA protein coding host genes,NM_001185056
HGNC:2034,CLDN12,NM_012129,,488,Claudins,NM_001185072
HGNC:2035,CLDN14,NM_144492,,1152|488,Deafness associated genes|Claudins,NM_001146077
HGNC:2036,CLDN15,NM_014343,,488,Claudins,NM_001185080
HGNC:2037,CLDN16,NM_006580,,488,Claudins,NM_006580
HGNC:2038,CLDN17,NM_012131,,488,Claudins,NM_012131
HGNC:2039,CLDN18,NM_001002026,,488,Claudins,NM_001002026
HGNC:2040,CLDN19,NM_148960,,488,Claudins,NM_001123395
HGNC:2042,CLDN20,NM_001001346,,488,Claudins,NM_001001346
HGNC:17591,CLDN23,NM_194284,,488,Claudins,NM_194284
HGNC:37200,CLDN24,NM_001185149,,488,Claudins,NM_001185149
HGNC:37218,CLDN25,NM_001101389,,488,Claudins,NM_001101389
HGNC:1322,CLDND1,NM_019895,,,,NM_001040181
HGNC:28511,CLDND2,NM_152353,,,,NM_152353
HGNC:24355,CLEC1A,NM_016511,,1298,C-type lectin domain containing,NM_001297748
HGNC:24356,CLEC1B,NM_016509,,1298,C-type lectin domain containing,NM_001099431
HGNC:24191,CLEC2A,NM_207375,,1298,C-type lectin domain containing,NM_001130711
HGNC:2053,CLEC2B,NM_005127,,1298,C-type lectin domain containing,NM_005127
HGNC:14351,CLEC2D,NM_013269,,1298,C-type lectin domain containing,NM_001004419
HGNC:21969,CLEC2L,NM_001080511,,1298,C-type lectin domain containing,NM_001080511
HGNC:2052,CLEC3A,NM_005752,,1298,C-type lectin domain containing,NM_005752
HGNC:11891,CLEC3B,NM_003278,,1298,C-type lectin domain containing,NM_001308394
HGNC:13257,CLEC4A,NM_194450,,1298|471,C-type lectin domain containing|CD molecules,NM_016184
HGNC:13258,CLEC4C,NM_203503,,1298|471,C-type lectin domain containing|CD molecules,NM_130441
HGNC:14554,CLEC4D,NM_080387,,1298|471,C-type lectin domain containing|CD molecules,NM_080387
HGNC:14555,CLEC4E,NM_014358,,1298,C-type lectin domain containing,NM_014358
HGNC:25357,CLEC4F,NM_173535,,1298,C-type lectin domain containing,NM_001258027
HGNC:24591,CLEC4G,NM_198492,,1298,C-type lectin domain containing,NM_001244856
HGNC:13523,CLEC4M,NM_014257,,471,CD molecules,NM_001144904
HGNC:2054,CLEC5A,NM_013252,,1298,C-type lectin domain containing,NM_001301167
HGNC:14556,CLEC6A,NM_001007033,,1298,C-type lectin domain containing,NM_001007033
HGNC:14558,CLEC7A,NM_197954,,1253|1298|471,Scavenger receptors|C-type lectin domain containing|CD molecules,NM_022570
HGNC:26705,CLEC9A,NM_207345,,1298|471,C-type lectin domain containing|CD molecules,NM_207345
HGNC:16916,CLEC10A,NM_006344,,1298|471,C-type lectin domain containing|CD molecules,NM_001330070
HGNC:10576,CLEC11A,NM_002975,,1298,C-type lectin domain containing,NM_002975
HGNC:31713,CLEC12A,NM_138337,,1298|471,C-type lectin domain containing|CD molecules,NM_001207010
HGNC:31966,CLEC12B,NM_205852,,1298,C-type lectin domain containing,NM_001129998
HGNC:19832,CLEC14A,NM_175060,,1298,C-type lectin domain containing,NM_175060
HGNC:29013,CLEC16A,NM_015226,,1298,C-type lectin domain containing,NM_001243403
HGNC:34520,CLEC17A,NM_207390,,1298,C-type lectin domain containing,NM_001204118
HGNC:30388,CLEC18A,NM_182619,,1487|1298,CAP and C-type lectin domain containing|C-type lectin domain containing,NM_001136214
HGNC:33849,CLEC18B,NM_001011880,,1487|1298,CAP and C-type lectin domain containing|C-type lectin domain containing,NM_001011880
HGNC:28538,CLEC18C,NM_173619,,1487|1298,CAP and C-type lectin domain containing|C-type lectin domain containing,NM_173619
HGNC:34522,CLEC19A,NM_001256720,,1298,C-type lectin domain containing,NM_001256720
HGNC:24462,CLECL1,NM_172004,,,,NM_001253750
HGNC:2060,CLGN,NM_004362,,,,NM_001130675
HGNC:26453,CLHC1,NM_152385,,,,NM_001135598
HGNC:2062,CLIC1,NM_001288,,307,Chloride intracellular channels,NM_001287593
HGNC:2063,CLIC2,NM_001289,,307,Chloride intracellular channels,NM_001289
HGNC:2064,CLIC3,NM_004669,,307,Chloride intracellular channels,NM_004669
HGNC:13518,CLIC4,NM_013943,,307,Chloride intracellular channels,NM_013943
HGNC:23186,CLINT1,NM_014666,,,,NM_001195555
HGNC:10461,CLIP1,NM_002956,,,,NM_001247997
HGNC:2586,CLIP2,NM_003388,,,,NM_003388
HGNC:24314,CLIP3,NM_015526,,403,Ankyrin repeat domain containing,NM_001199570
HGNC:26108,CLIP4,NM_024692,,403,Ankyrin repeat domain containing,NM_001287527
HGNC:2069,CLK2,NM_003993,,480,CDC like kinases,NM_001294338
HGNC:29841,CLLU1,NR_027932,,,,NR_027932
HGNC:24070,CLLU1OS,NM_001025232,,,,NM_001025232
HGNC:24039,CLMP,NM_024769,,1414|593|594,IgCAM CXADR-related subfamily|I-set domain containing|Immunoglobulin like domain containing,NM_024769
HGNC:2076,CLN5,NM_006493,,,,NM_001366624
HGNC:2077,CLN6,NM_017882,,,,NM_017882
HGNC:2079,CLN8,NM_018941,,1374,TLC domain containing,NM_018941
HGNC:17438,CLNK,NM_052964,,741,SH2 domain containing,NM_052964
HGNC:2080,CLNS1A,NM_001293,,,,NM_001293
HGNC:2082,CLOCK,NM_004898,,420|486,Basic helix-loop-helix proteins|Lysine acetyltransferases,NM_001267843
HGNC:30664,CLPB,NM_030813,,413|403|587,AAA ATPases|Ankyrin repeat domain containing|Chaperonins,NM_001258392
HGNC:2084,CLPP,NM_006012,,413,AAA ATPases,NM_006012
HGNC:2085,CLPS,NM_001832,,,,NM_001252597
HGNC:21251,CLPSL1,NM_001010886,,,,NM_001010886
HGNC:21250,CLPSL2,NM_207409,,,,NM_001286550
HGNC:2087,CLPTM1,NM_001294,,,,NM_001282175
HGNC:24308,CLPTM1L,NM_030782,,,,NM_030782
HGNC:2088,CLPX,NM_006660,,413,AAA ATPases,NM_006660
HGNC:33939,CLRN2,NM_001079827,,1473,Clarins,NM_001079827
HGNC:20795,CLRN3,NM_152311,,1473,Clarins,NM_152311
HGNC:19715,CLSPN,NM_022111,,,,NM_001190481
HGNC:17448,CLSTN2,NM_022131,,24,Cadherin related,NM_022131
HGNC:18371,CLSTN3,NM_014718,,24,Cadherin related,NM_014718
HGNC:2090,CLTA,NM_007096,,1647,Clathrin subunits,NM_001076677
HGNC:2092,CLTC,NM_004859,,1647,Clathrin subunits,NM_001288653
HGNC:2093,CLTCL1,NM_007098,,1647,Clathrin subunits,NM_001835
HGNC:29437,CLTRN,NM_020665,,,,NM_020665
HGNC:2095,CLU,NM_001831,,1639|1691,Complement system regulators and receptors|MicroRNA protein coding host genes,NM_001831
HGNC:19009,CLUAP1,NM_024793,,1491|615,Cilia and flagella associated|Intraflagellar transport proteins,NM_001330454
HGNC:29094,CLUH,NM_015229,,1691,MicroRNA protein coding host genes,NM_001366661
HGNC:28447,CLUHP3,NR_024034,,,,NR_024034
HGNC:23139,CLVS1,NM_173519,,,,NM_173519
HGNC:23046,CLVS2,NM_001010852,,,,NM_001010852
HGNC:2098,CMAHP,NR_002174,,,,NR_002174
HGNC:28783,CMC1,NM_182523,,645,Mitochondrial respiratory chain complex assembly factors,NM_001331185
HGNC:24447,CMC2,NM_020188,,645,Mitochondrial respiratory chain complex assembly factors,NM_001351967
HGNC:35428,CMC4,NM_001018024.2,,,,NM_001018024
HGNC:24319,CMIP,NM_030629,,1691,MicroRNA protein coding host genes,NM_030629
HGNC:28666,CMSS1,NM_032359,,,,NM_001167924
HGNC:19172,CMTM1,NM_052999,,978,CKLF like MARVEL transmembrane domain containing,NM_052999
HGNC:19174,CMTM3,NM_144601,,978,CKLF like MARVEL transmembrane domain containing,NM_001363918
HGNC:19179,CMTM8,NM_178868,,978,CKLF like MARVEL transmembrane domain containing,NM_001320308
HGNC:25635,CMTR2,NM_018348,,1400,Seven-beta-strand methyltransferase motif containing,NM_001099642
HGNC:14305,CMYA5,NM_153610,,555|59|396,Fibronectin type III domain containing|Tripartite motif containing|A-kinase anchoring proteins,NM_153610
HGNC:26663,CNBD1,NM_173538,,,,NM_173538
HGNC:16145,CNBD2,NM_080834,,,,NM_001207076
HGNC:13164,CNBP,NM_003418,,58|74,Ring finger proteins|Zinc fingers CCHC-type,NM_001127192
HGNC:26759,CNEP1R1,NM_153261,,,,NM_001281789
HGNC:30183,CNFN,NM_032488,,,,NM_032488
HGNC:2148,CNGA1,NM_000087,,250,Cyclic nucleotide gated channels,NM_000087
HGNC:2149,CNGA2,NM_005140,,250,Cyclic nucleotide gated channels,NM_005140
HGNC:2150,CNGA3,NM_001298,,250,Cyclic nucleotide gated channels,NM_001079878
HGNC:2152,CNGA4,NM_001037329,,250,Cyclic nucleotide gated channels,NM_001037329
HGNC:2151,CNGB1,NM_001297,,250,Cyclic nucleotide gated channels,NM_001135639
HGNC:2153,CNGB3,NM_019098,,250,Cyclic nucleotide gated channels,NM_019098
HGNC:19431,CNIH1,NM_005776,,,,NM_005776
HGNC:28744,CNIH2,NM_182553,,,,NM_182553
HGNC:26802,CNIH3,NM_152495,,,,NM_001322302
HGNC:25013,CNIH4,NM_014184,,,,NM_001277197
HGNC:19700,CNKSR1,NM_006314,,760|1220|682,Sterile alpha motif domain containing|PDZ domain containing|Pleckstrin homology domain containing,NM_001297647
HGNC:19701,CNKSR2,NM_014927,,760|1220|682,Sterile alpha motif domain containing|PDZ domain containing|Pleckstrin homology domain containing,NM_001168647
HGNC:23034,CNKSR3,NM_173515,,760|1220,Sterile alpha motif domain containing|PDZ domain containing,NM_001368116
HGNC:2155,CNN1,NM_001299,,,,NM_001299
HGNC:2156,CNN2,NM_004368,,,,NM_001303499
HGNC:2157,CNN3,NM_001839,,,,NM_001286055
HGNC:102,CNNM1,NM_020348,,1801,Cyclin and CBS domain divalent metal cation transport mediators,NM_001345887
HGNC:103,CNNM2,NM_017649,,1801,Cyclin and CBS domain divalent metal cation transport mediators,NM_017649
HGNC:104,CNNM3,NM_017623,,1801,Cyclin and CBS domain divalent metal cation transport mediators,NM_017623
HGNC:105,CNNM4,NM_020184,,1801|1691,Cyclin and CBS domain divalent metal cation transport mediators|MicroRNA protein coding host genes,NM_020184
